Date,2026-05-06 23:14:25
Duration (s),4.2220
Comment,still with tapping on table

X,Y,Z,w,x,y,z,T
3.3841,0.4612,-1.4455,32.7580,0.0100,0.3160,0.7380,23396097
3.3841,0.4612,-1.4455,32.7580,0.0100,0.3160,0.7380,23396116
3.3841,0.4612,-1.4455,32.7580,0.0080,0.3160,0.7380,23396134
3.3841,0.4612,-1.4455,32.7580,0.0100,0.3160,0.7380,23396170
3.3841,0.4612,-1.4455,32.7580,0.0100,0.3160,0.7380,23396188
3.3841,0.4612,-1.4455,32.7580,0.0100,0.3160,0.7380,23396207
3.3841,0.4612,-1.4455,32.7580,0.0100,0.3160,0.7380,23396243
3.3841,0.4612,-1.4455,32.7580,0.0100,0.3160,0.7380,23396261
3.3841,0.4612,-1.4455,32.7580,0.0100,0.3160,0.7380,23396279
3.3841,0.4612,-1.4455,32.7580,0.0100,0.3160,0.7380,23396316
3.3841,0.4611,-1.4455,32.7580,0.0100,0.3160,0.7380,23396334
3.3841,0.4611,-1.4455,32.7580,0.0100,0.3160,0.7380,23396352
3.3841,0.4611,-1.4455,32.7580,0.0100,0.3160,0.7380,23396389
3.3842,0.4611,-1.4455,32.7580,0.0100,0.3160,0.7380,23396407
3.3842,0.4611,-1.4455,32.7580,0.0080,0.3160,0.7380,23396425
3.3842,0.4611,-1.4455,32.7580,0.0100,0.3160,0.7380,23396461
3.3842,0.4611,-1.4455,32.7580,0.0080,0.3160,0.7380,23396480
3.3842,0.4611,-1.4455,32.7580,0.0080,0.3160,0.7380,23396498
3.3842,0.4611,-1.4455,32.7580,0.0100,0.3160,0.7380,23396534
3.3842,0.4611,-1.4455,32.7580,0.0100,0.3160,0.7380,23396552
3.3842,0.4611,-1.4455,32.7580,0.0100,0.3160,0.7380,23396571
3.3842,0.4611,-1.4455,32.7580,0.0100,0.3160,0.7380,23396607
3.3842,0.4611,-1.4455,32.7580,0.0100,0.3160,0.7380,23396625
3.3842,0.4611,-1.4455,32.7580,0.0100,0.3160,0.7380,23396643
3.3843,0.4611,-1.4455,32.7580,0.0100,0.3160,0.7380,23396680
3.3842,0.4611,-1.4456,32.7580,0.0100,0.3160,0.7380,23396698
3.3842,0.4611,-1.4456,32.7580,0.0100,0.3180,0.7380,23396716
3.3842,0.4611,-1.4456,32.7580,0.0100,0.3180,0.7380,23396734
3.3842,0.4611,-1.4455,32.7580,0.0100,0.3180,0.7380,23396771
3.3842,0.4611,-1.4455,32.7580,0.0100,0.3180,0.7380,23396789
3.3842,0.4611,-1.4455,32.7580,0.0080,0.3180,0.7380,23396807
3.3842,0.4611,-1.4455,32.7580,0.0100,0.3180,0.7380,23396844
3.3842,0.4611,-1.4455,32.7580,0.0100,0.3180,0.7380,23396862
3.3842,0.4611,-1.4455,32.7580,0.0100,0.3180,0.7380,23396880
3.3843,0.4611,-1.4455,32.7580,0.0100,0.3180,0.7380,23396916
3.3843,0.4611,-1.4455,32.7580,0.0100,0.3200,0.7400,23396935
3.3843,0.4611,-1.4455,32.7580,0.0100,0.3180,0.7380,23396953
3.3843,0.4611,-1.4455,32.7580,0.0100,0.3180,0.7400,23396989
3.3843,0.4611,-1.4455,32.7580,0.0100,0.3180,0.7400,23397007
3.3843,0.4611,-1.4455,32.7580,0.0100,0.3180,0.7400,23397026
3.3843,0.4611,-1.4455,32.7580,0.0100,0.3180,0.7380,23397062
3.3843,0.4611,-1.4455,32.7580,0.0100,0.3200,0.7380,23397080
3.3843,0.4611,-1.4455,32.7580,0.0100,0.3200,0.7380,23397098
3.3843,0.4611,-1.4455,32.7580,0.0100,0.3200,0.7380,23397135
3.3843,0.4611,-1.4455,32.7580,0.0100,0.3200,0.7380,23397153
3.3843,0.4611,-1.4455,32.7580,0.0120,0.3200,0.7380,23397171
3.3843,0.4611,-1.4455,32.7580,0.0120,0.3200,0.7380,23397208
3.3843,0.4611,-1.4455,32.7580,0.0120,0.3200,0.7380,23397226
3.3843,0.4611,-1.4455,32.7580,0.0120,0.3200,0.7380,23397244
3.3843,0.4611,-1.4455,32.7580,0.0120,0.3200,0.7380,23397280
3.3843,0.4611,-1.4455,32.7580,0.0120,0.3200,0.7380,23397299
3.3843,0.4611,-1.4455,32.7580,0.0120,0.3200,0.7380,23397317
3.3843,0.4611,-1.4455,32.7580,0.0120,0.3200,0.7380,23397353
3.3843,0.4611,-1.4455,32.7580,0.0100,0.3200,0.7380,23397371
3.3843,0.4611,-1.4455,32.7580,0.0100,0.3200,0.7380,23397390
3.3843,0.4611,-1.4455,32.7580,0.0100,0.3200,0.7380,23397426
3.3843,0.4611,-1.4455,32.7580,0.0100,0.3200,0.7380,23397444
3.3843,0.4611,-1.4455,32.7580,0.0100,0.3180,0.7380,23397462
3.3843,0.4611,-1.4455,32.7580,0.0100,0.3180,0.7380,23397481
3.3843,0.4611,-1.4455,32.7580,0.0120,0.3180,0.7380,23397517
3.3843,0.4611,-1.4455,32.7580,0.0120,0.3180,0.7380,23397535
3.3843,0.4611,-1.4455,32.7580,0.0120,0.3180,0.7380,23397553
3.3843,0.4611,-1.4455,32.7580,0.0100,0.3180,0.7380,23397590
3.3843,0.4611,-1.4456,32.7580,0.0080,0.3180,0.7380,23397608
3.3843,0.4611,-1.4455,32.7580,0.0080,0.3180,0.7380,23397626
